Order_ID,Gender_Category,Product_Line,Product_Name,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Size_Cat,Size_Cat_Encoded
3217,Men,Soccer,Tiempo Legend,1,4819.75,0.22,3759.405,2025-02-15,Retail,Pune,576.7091621987972,S,0
3218,Men,Running,Air Zoom,2,4854.18,0.0,9708.36,2024-09-29,Retail,Kolkata,1804.233862477291,S,0
3219,Women,Basketball,Air Jordan,2,2277.83,1.0,0.0,2025-03-17,Online,Delhi,0.0,XL,3
3220,Women,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2025-02-16,Online,Bangalore,2992.8361142541767,L,2
3221,Women,Basketball,LeBron 20,2,9682.68,0.88,2323.8432,2024-09-21,Online,Pune,710.6565600065617,L,2
3222,Kids,Basketball,Air Jordan,2,5300.32,0.0,10600.64,2024-10-08,Online,Bangalore,3317.926021591507,XL,3
3224,Women,Soccer,Phantom GT,1,9872.38,0.18,8095.3516,2025-03-18,Retail,Pune,2726.3413628924195,L,2
3225,Kids,Basketball,Kyrie Flytrap,2,7364.6,0.0,14729.2,2023-12-20,Retail,Kolkata,3761.4250734219586,L,2
3226,Men,Soccer,Mercurial Superfly,2,4585.77,0.0,9171.54,2025-02-12,Retail,Pune,1938.7270634801098,L,2
3228,Kids,Basketball,LeBron 20,2,6745.63,0.0,13491.26,2025-04-19,Retail,Bangalore,3325.9423640522145,XL,3
3229,Kids,Running,Free RN,2,6299.575,1.0,0.0,2024-08-19,Retail,Pune,0.0,L,2
3231,Men,Lifestyle,Dunk Low,2,6406.53,0.9,1281.3059999999996,2024-12-17,Online,Kolkata,235.17137612093308,L,2
3232,Kids,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2023-11-11,Online,Pune,2129.156832994478,L,2
3233,Men,Soccer,Phantom GT,1,4091.68,0.0,4091.68,2025-04-26,Retail,Hyderabad,702.6659574985513,M,1
3234,Kids,Soccer,Phantom GT,2,6012.23,0.0,12024.46,2025-05-14,Online,Delhi,2120.8789576524364,XL,3
3236,Kids,Lifestyle,Blazer Mid,4,6100.23,0.68,7808.294399999998,2025-07-21,Retail,Hyderabad,1607.3798870753596,L,2
3237,Kids,Basketball,LeBron 20,3,5596.52,0.0,16789.56,2024-08-16,Retail,Mumbai,2624.4216448296797,L,2
3240,Kids,Basketball,Zoom Freak,2,8776.59,0.0,17553.18,2024-05-27,Retail,Hyderabad,5558.204293106187,M,1
3241,Women,Basketball,LeBron 20,2,7477.49,0.0,14954.98,2024-02-12,Retail,Bangalore,5070.4657871648005,XL,3
3242,Men,Basketball,LeBron 20,2,9677.18,0.59,7935.287600000001,2024-08-24,Retail,Bangalore,1493.0362518274997,L,2
3243,Men,Lifestyle,Air Force 1,3,6656.01,0.0,19968.03,2024-10-25,Retail,Pune,4466.218399985458,L,2
3244,Women,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2025-03-13,Online,Hyderabad,1958.1144902776314,M,1
3245,Women,Running,React Infinity,3,6346.35,0.0,19039.050000000003,2024-05-19,Retail,Pune,3147.6389615061294,L,2
3246,Men,Running,Air Zoom,2,7787.74,0.0,15575.48,2025-05-14,Online,Pune,4091.4878967138898,S,0
3248,Women,Lifestyle,Blazer Mid,2,8234.91,0.0,16469.82,2024-11-24,Online,Mumbai,5680.216955908684,XL,3
3249,Kids,Lifestyle,Blazer Mid,1,4738.25,0.0,4738.25,2025-02-25,Online,Bangalore,970.8035442159107,M,1
3250,Women,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2024-09-18,Online,Pune,2181.9712918504383,L,2
3251,Men,Soccer,Premier III,2,6735.33,0.0,13470.66,2024-01-10,Retail,Kolkata,3249.360533529365,S,0
3252,Men,Basketball,Zoom Freak,1,6172.36,0.0,6172.36,2024-03-26,Online,Mumbai,1503.0248271133298,L,2
3253,Kids,Running,Air Zoom,2,5548.255,0.0,11096.51,2025-04-17,Online,Bangalore,2941.9685400789135,L,2
3254,Women,Soccer,Mercurial Superfly,2,6969.28,0.51,6829.894399999999,2024-11-04,Retail,Mumbai,1511.8073641188778,L,2
3255,Kids,Basketball,Air Jordan,2,6975.67,0.0,13951.34,2025-02-03,Online,Bangalore,3239.7605323489643,XL,3
3257,Women,Running,Free RN,2,7056.01,0.0,14112.02,2025-01-19,Retail,Kolkata,3296.6319137081605,S,0
3259,Women,Lifestyle,Air Force 1,2,7305.78,0.0,14611.56,2025-04-07,Retail,Mumbai,3484.965508712036,S,0
3260,Men,Soccer,Mercurial Superfly,1,6969.28,0.0,6969.28,2025-06-28,Online,Mumbai,1878.8893235780777,S,0
3261,Men,Basketball,Air Jordan,2,5967.92,0.0,11935.84,2024-11-26,Online,Hyderabad,3149.3779831715287,XL,3
3262,Women,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2024-12-26,Retail,Bangalore,3683.2240785936606,S,0
3263,Women,Running,React Infinity,4,6346.35,0.0,25385.4,2025-02-23,Online,Mumbai,8261.130208773893,L,2
3264,Men,Training,Metcon 7,2,5829.985000000001,0.13,10144.173900000002,2025-08-06,Online,Bangalore,2032.8563403630226,L,2
3265,Women,Soccer,Mercurial Superfly,4,6969.28,0.0,27877.12,2024-09-22,Retail,Bangalore,6299.121814684228,M,1
3267,Kids,Lifestyle,Air Force 1,2,6656.01,0.52,6389.7696,2025-02-15,Retail,Pune,2056.9407234192527,L,2
3268,Men,Soccer,Mercurial Superfly,2,6969.28,0.0,13938.56,2025-07-11,Retail,Mumbai,2408.7882855191633,L,2
3269,Women,Soccer,Mercurial Superfly,2,7268.31,0.0,14536.62,2024-12-03,Online,Mumbai,2463.354190089493,M,1
3270,Kids,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2025-06-03,Online,Pune,3931.278019148753,XL,3
3271,Men,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2025-05-18,Retail,Hyderabad,2785.5986287351648,S,0
3273,Women,Soccer,Phantom GT,2,5527.7,0.17,9175.982,2024-02-04,Online,Bangalore,2356.8115675850418,M,1
3274,Men,Training,SuperRep Go,3,6031.14,0.15,15379.407000000001,2025-03-05,Retail,Hyderabad,3781.2498479997157,L,2
3275,Women,Soccer,Premier III,4,6082.075,0.0,24328.3,2025-05-27,Retail,Hyderabad,6916.270865297186,L,2
2046,Men,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2024-09-17,Online,Bangalore,2161.929156690872,L,2
3277,Men,Training,SuperRep Go,4,5587.585,0.0,22350.34,2024-09-05,Online,Bangalore,7722.951613161775,L,2
3278,Kids,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2025-01-06,Retail,Pune,3977.4730527131132,L,2
3279,Kids,Soccer,Mercurial Superfly,4,2572.41,0.1,9260.676,2024-11-09,Retail,Delhi,1550.701376016116,XL,3
3280,Kids,Training,SuperRep Go,2,7709.7,0.0,15419.4,2024-10-12,Online,Mumbai,3938.2001067588276,XL,3
3282,Kids,Basketball,Air Jordan,4,5967.92,0.23,18381.193600000002,2024-05-19,Retail,Delhi,6395.000554185155,XL,3
3283,Men,Soccer,Premier III,2,6082.075,0.0,12164.15,2024-10-18,Online,Mumbai,4250.9237220177165,XL,3
3284,Women,Running,Free RN,4,5776.74,0.0,23106.96,2024-08-20,Online,Kolkata,6752.201281914801,L,2
3285,Men,Training,Metcon 7,4,5829.985000000001,0.0,23319.940000000002,2024-05-10,Online,Hyderabad,4379.112431270338,XL,3
3286,Kids,Basketball,LeBron 20,2,4323.86,0.0,8647.72,2025-01-16,Retail,Hyderabad,1533.0402097057429,L,2
3288,Kids,Lifestyle,Dunk Low,4,6091.98,0.0,24367.92,2024-07-25,Retail,Delhi,8451.403223938487,L,2
3289,Men,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2024-09-13,Online,Pune,2936.283027818725,M,1
3292,Women,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2025-05-23,Online,Hyderabad,2105.824013855822,M,1
3295,Women,Training,SuperRep Go,2,2983.6,0.0,5967.2,2024-12-29,Online,Delhi,952.3964575886961,L,2
3297,Men,Lifestyle,Air Force 1,2,5875.99,0.0,11751.98,2025-07-02,Online,Delhi,2594.9494415788035,L,2
3300,Women,Basketball,Air Jordan,2,5967.92,0.0,11935.84,2024-12-18,Retail,Bangalore,2889.5203671549516,L,2
3302,Women,Soccer,Tiempo Legend,2,6226.74,0.0,12453.48,2025-05-12,Retail,Pune,2936.6793905587174,M,1
3303,Kids,Soccer,Tiempo Legend,2,6380.5,0.0,12761.0,2024-10-19,Online,Kolkata,3006.6168416717132,M,1
3304,Women,Running,React Infinity,2,6346.35,0.65,4442.445,2024-11-15,Online,Mumbai,1040.829639448052,M,1
3305,Kids,Running,Free RN,2,4216.14,0.0,8432.28,2024-10-17,Retail,Hyderabad,1814.8962326179021,L,2
3306,Kids,Basketball,LeBron 20,2,6531.36,0.25,9797.039999999999,2024-07-30,Retail,Mumbai,2600.282022792104,L,2
3307,Women,Soccer,Mercurial Superfly,2,7127.99,0.0,14255.98,2024-12-08,Online,Mumbai,4070.978376697119,M,1
3308,Men,Training,ZoomX Invincible,2,6424.68,0.85,1927.4040000000005,2025-04-08,Online,Bangalore,530.0957905964117,L,2
3309,Men,Lifestyle,Air Force 1,2,5594.08,0.0,11188.16,2023-09-12,Retail,Hyderabad,1818.939673981006,L,2
3310,Women,Running,Free RN,4,6299.575,0.21,19906.657,2025-04-18,Retail,Kolkata,4199.177771619736,M,1
3311,Kids,Soccer,Premier III,2,6082.075,0.04,11677.583999999999,2025-02-05,Online,Delhi,3475.280124379882,M,1
3312,Women,Basketball,Zoom Freak,1,8069.3,0.0,8069.3,2025-05-25,Retail,Pune,1993.8302070828688,M,1
3316,Women,Running,React Infinity,2,6346.35,1.0,0.0,2024-04-25,Online,Bangalore,0.0,L,2
3318,Men,Training,Flex Trainer,2,6481.055,0.0,12962.11,2025-04-11,Online,Delhi,3015.2183832998558,XL,3
3319,Women,Running,Air Zoom,2,6109.1,0.37,7697.466,2024-09-28,Retail,Mumbai,2508.375992683784,XL,3
3320,Kids,Basketball,Air Jordan,2,8046.47,0.05,15288.293,2024-09-12,Online,Kolkata,4419.477352506859,L,2
3322,Men,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2023-08-28,Online,Hyderabad,2186.3533044387423,M,1
3323,Men,Running,Air Zoom,2,8130.74,0.07,15123.176399999998,2024-01-01,Retail,Delhi,3399.0885647813907,L,2
3324,Women,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2024-08-17,Retail,Hyderabad,2701.4514431727894,L,2
3325,Kids,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2024-11-06,Online,Hyderabad,4237.6380952682575,L,2
3326,Men,Training,SuperRep Go,2,5587.585,0.88,1341.0203999999999,2025-05-30,Online,Mumbai,396.0505022902929,M,1
3327,Men,Training,Flex Trainer,3,6481.055,0.0,19443.165,2025-10-03,Online,Bangalore,6745.502727868777,XL,3
3328,Women,Soccer,Phantom GT,2,6012.23,0.25,9018.345,2024-09-20,Online,Pune,2059.6333088162232,L,2
3329,Kids,Training,ZoomX Invincible,2,6424.68,0.0,12849.36,2024-04-28,Retail,Kolkata,3510.6527415950545,M,1
3334,Kids,Soccer,Tiempo Legend,3,2471.71,0.0,7415.13,2023-11-14,Online,Mumbai,1967.4999970276797,L,2
3335,Men,Soccer,Premier III,2,3138.53,0.0,6277.06,2024-08-17,Retail,Delhi,1927.5931848496698,L,2
3336,Kids,Running,React Infinity,2,4334.53,0.0,8669.06,2025-03-31,Online,Hyderabad,2396.59337130354,XL,3
3337,Men,Training,ZoomX Invincible,4,6424.68,0.0,25698.72,2024-10-10,Online,Delhi,8711.480430131585,L,2
3338,Women,Training,ZoomX Invincible,2,6424.68,1.0,0.0,2025-09-06,Online,Kolkata,0.0,L,2
3339,Men,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2025-05-15,Retail,Delhi,3879.3153671310565,L,2
3340,Kids,Soccer,Premier III,3,3248.74,0.0,9746.22,2024-12-29,Retail,Mumbai,3010.3286712627296,M,1
3341,Kids,Training,Metcon 7,3,8387.99,0.0,25163.97,2024-03-23,Online,Bangalore,7686.250356658335,M,1
2037,Women,Lifestyle,Dunk Low,4,6091.98,1.0,0.0,2025-04-11,Online,Delhi,0.0,XL,3
3343,Kids,Basketball,Air Jordan,3,9405.77,0.0,28217.31,2024-12-11,Retail,Hyderabad,9781.241109915996,L,2
3344,Kids,Soccer,Mercurial Superfly,2,8217.37,1.0,0.0,2025-06-24,Retail,Hyderabad,0.0,XL,3
3348,Women,Soccer,Mercurial Superfly,2,2114.86,0.0,4229.72,2024-09-26,Online,Hyderabad,695.4204016616495,M,1
3350,Women,Basketball,Zoom Freak,2,6172.36,0.48,6419.2544,2025-05-28,Online,Bangalore,1355.2523305385696,L,2
3352,Women,Training,SuperRep Go,2,6622.41,0.23,10198.5114,2025-03-01,Retail,Pune,2032.8457195793212,M,1
3354,Men,Lifestyle,Dunk Low,2,6091.98,0.4,7310.375999999999,2024-01-11,Retail,Kolkata,1857.7610521896172,L,2
3355,Kids,Basketball,LeBron 20,2,7781.4,1.0,0.0,2025-01-16,Online,Pune,0.0,S,0
3356,Women,Soccer,Tiempo Legend,4,6041.3,0.0,24165.2,2025-03-13,Online,Mumbai,6041.526530486692,M,1
3357,Kids,Training,Flex Trainer,4,6206.45,0.5,12412.9,2025-04-05,Online,Delhi,2519.4583342396677,M,1
3358,Men,Basketball,Kyrie Flytrap,2,5562.46,0.43,6341.2044000000005,2024-08-01,Online,Hyderabad,1900.7564256384305,M,1
3359,Kids,Basketball,LeBron 20,2,9362.81,1.0,0.0,2024-01-09,Retail,Mumbai,0.0,L,2
3360,Women,Training,Metcon 7,4,5829.985000000001,0.06,21920.7436,2024-07-31,Online,Bangalore,5226.506670560989,M,1
3362,Men,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2024-03-10,Retail,Delhi,4319.21575329983,L,2
3363,Women,Basketball,Kyrie Flytrap,3,5562.46,0.6,6674.952000000001,2025-02-18,Online,Bangalore,2116.745457203578,L,2
3364,Kids,Soccer,Premier III,2,6082.075,0.24,9244.753999999999,2024-11-09,Online,Pune,3059.356797125888,M,1
3366,Men,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2024-12-15,Retail,Pune,4097.351581432379,M,1
2029,Kids,Training,Metcon 7,2,6548.87,0.2,10478.192000000001,2024-11-20,Online,Kolkata,3545.9810221110865,L,2
3368,Women,Training,Flex Trainer,2,6481.055,0.0,12962.11,2025-04-14,Retail,Delhi,3579.6458172000866,M,1
3369,Men,Running,React Infinity,2,5103.34,0.05,9696.346,2024-09-27,Online,Kolkata,2775.880654006919,L,2
3370,Women,Basketball,Air Jordan,2,3328.45,0.0,6656.9,2025-07-05,Retail,Bangalore,1667.4759860179904,XL,3
3371,Men,Training,Flex Trainer,1,2636.01,0.0,2636.01,2025-04-26,Retail,Delhi,788.1413964120488,XL,3
3372,Kids,Basketball,Kyrie Flytrap,2,5562.46,0.77,2558.7315999999996,2025-02-24,Online,Delhi,746.350381777317,M,1
3374,Men,Training,Flex Trainer,4,4500.96,0.0,18003.84,2024-12-16,Online,Pune,4739.37261857193,M,1
3375,Kids,Running,Free RN,2,2134.23,0.0,4268.46,2024-11-22,Online,Bangalore,721.8563146887703,M,1
3379,Men,Basketball,Air Jordan,2,5000.49,0.86,1400.1372000000001,2024-10-23,Retail,Pune,351.31081601443265,L,2
3381,Men,Training,ZoomX Invincible,1,6424.68,0.0,6424.68,2024-02-23,Retail,Mumbai,1956.7856913011315,L,2
3382,Men,Basketball,LeBron 20,2,9187.23,0.0,18374.46,2025-10-01,Retail,Hyderabad,3396.116562998091,XL,3
3383,Women,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2024-12-08,Retail,Bangalore,3513.3683647440303,XL,3
3384,Women,Basketball,Air Jordan,2,5967.92,0.27,8713.163199999999,2025-07-22,Retail,Bangalore,1656.8092766653162,L,2
3385,Men,Training,ZoomX Invincible,2,9019.91,0.0,18039.82,2025-03-21,Online,Hyderabad,2829.9732221943295,L,2
3386,Women,Soccer,Phantom GT,2,9212.82,1.0,0.0,2024-10-16,Retail,Hyderabad,0.0,M,1
3387,Men,Soccer,Phantom GT,4,6012.23,1.0,0.0,2025-06-21,Retail,Bangalore,0.0,L,2
3388,Women,Running,Free RN,2,4042.33,0.0,8084.66,2025-03-05,Online,Pune,2785.0170525478557,S,0
3389,Women,Running,Air Zoom,3,9764.91,0.0,29294.73,2025-04-04,Online,Mumbai,9520.952373879314,M,1
3391,Women,Soccer,Mercurial Superfly,2,6969.28,0.0,13938.56,2023-11-14,Retail,Hyderabad,2857.4384255664368,M,1
3393,Kids,Basketball,Air Jordan,2,5967.92,0.68,3819.4687999999996,2025-06-08,Online,Bangalore,757.4678759626328,M,1
3394,Kids,Lifestyle,Dunk Low,1,6091.98,0.0,6091.98,2024-11-03,Online,Hyderabad,1887.8914103975244,XL,3
3395,Women,Running,Free RN,3,6299.575,0.0,18898.725,2025-01-15,Online,Mumbai,3037.1924016994894,L,2
3398,Men,Basketball,LeBron 20,2,2082.49,0.0,4164.98,2023-08-27,Retail,Kolkata,838.1006131837244,XL,3
3399,Women,Basketball,LeBron 20,2,4507.45,0.0,9014.9,2025-11-02,Online,Hyderabad,1990.4000516973617,S,0
3400,Kids,Lifestyle,Waffle One,2,5610.219999999999,0.23,8639.7388,2024-11-10,Retail,Hyderabad,1578.310082921198,M,1
3403,Kids,Training,Flex Trainer,2,6481.055,0.0,12962.11,2024-10-30,Retail,Pune,2144.3787826657735,M,1
3404,Kids,Basketball,Zoom Freak,2,6172.36,0.0,12344.72,2025-05-04,Online,Pune,2166.7118163122504,XL,3
3405,Women,Lifestyle,Dunk Low,2,9986.17,1.0,0.0,2025-01-04,Online,Kolkata,0.0,M,1
3406,Women,Basketball,Zoom Freak,2,6172.36,1.0,0.0,2024-08-19,Online,Bangalore,0.0,L,2
3407,Women,Lifestyle,Air Force 1,2,5704.39,1.0,0.0,2025-01-18,Retail,Delhi,0.0,L,2
3408,Men,Basketball,Air Jordan,2,5967.92,0.0,11935.84,2025-02-28,Retail,Delhi,2368.6124428295725,XL,3
3409,Kids,Running,Air Zoom,1,6312.01,0.3,4418.407,2024-08-09,Retail,Delhi,859.4049600008606,M,1
3410,Kids,Running,Free RN,2,6299.575,0.0,12599.15,2025-01-01,Retail,Hyderabad,2810.011551417386,L,2
3413,Kids,Soccer,Phantom GT,2,6012.23,0.0,12024.46,2023-07-31,Online,Hyderabad,2411.861490017113,XL,3
3414,Men,Lifestyle,Dunk Low,4,9996.22,0.0,39984.88,2025-01-21,Online,Mumbai,10758.802031269384,S,0
3415,Kids,Basketball,Air Jordan,2,6165.08,0.0,12330.16,2024-03-06,Online,Hyderabad,4154.220740152463,L,2
3416,Men,Soccer,Phantom GT,2,8954.59,0.33,11999.150599999999,2025-04-06,Retail,Hyderabad,3542.448657304733,XL,3
3417,Men,Basketball,LeBron 20,2,5700.61,0.0,11401.22,2025-03-30,Online,Kolkata,3226.398373244051,XL,3
3421,Women,Basketball,Zoom Freak,2,6172.36,0.0,12344.72,2024-07-12,Online,Hyderabad,2916.910343042671,L,2
3422,Kids,Training,Metcon 7,2,3197.01,0.0,6394.02,2024-01-18,Retail,Hyderabad,1800.7622976241228,XL,3
3423,Kids,Basketball,Kyrie Flytrap,2,5562.46,0.0,11124.92,2024-06-08,Retail,Mumbai,3329.6092130582497,L,2
3424,Women,Training,SuperRep Go,2,7007.84,0.32,9530.6624,2025-11-02,Online,Mumbai,1941.7416021994886,M,1
3425,Women,Lifestyle,Dunk Low,2,2276.09,0.0,4552.18,2024-07-25,Online,Kolkata,1164.7434516986912,L,2
3428,Women,Basketball,Air Jordan,1,2825.86,0.23,2175.9122,2024-03-12,Online,Bangalore,722.0462181781012,S,0
3429,Men,Soccer,Premier III,2,6082.075,0.0,12164.15,2025-06-07,Retail,Delhi,4135.250957354973,L,2
3431,Women,Training,Metcon 7,2,5829.985000000001,0.96,466.39880000000045,2024-01-10,Retail,Delhi,86.00179921470627,L,2
3432,Kids,Basketball,Kyrie Flytrap,2,5562.46,0.0,11124.92,2025-03-06,Online,Kolkata,2141.695370165457,XL,3
2028,Kids,Lifestyle,Waffle One,2,5610.219999999999,0.95,561.0220000000004,2025-02-01,Online,Delhi,93.59197654032687,XL,3
3434,Kids,Basketball,Air Jordan,2,8741.65,0.0,17483.3,2024-10-21,Online,Delhi,5497.208423813702,XL,3
3436,Kids,Soccer,Mercurial Superfly,2,6969.28,0.0,13938.56,2025-06-11,Retail,Bangalore,3142.1507044951672,L,2
3437,Kids,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2024-05-10,Retail,Mumbai,3731.326278613287,M,1
3438,Women,Soccer,Phantom GT,3,6012.23,0.18,14790.0858,2024-05-09,Retail,Hyderabad,3343.4396629378502,S,0
2043,Kids,Running,React Infinity,2,5395.6,0.06,10143.728000000001,2025-03-07,Online,Delhi,2966.0258176437997,S,0
3441,Kids,Running,Free RN,2,9313.98,0.0,18627.96,2025-08-05,Retail,Delhi,4162.888831631364,XL,3
3442,Kids,Basketball,Zoom Freak,4,6172.36,0.0,24689.44,2025-01-21,Online,Mumbai,4220.873010123127,XL,3
3444,Men,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2025-07-04,Online,Kolkata,2755.3793981256617,L,2
3446,Men,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2024-07-09,Retail,Bangalore,3064.278890392375,M,1
3447,Women,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2025-05-14,Retail,Hyderabad,3150.4560425585205,M,1
3449,Men,Training,ZoomX Invincible,2,6424.68,0.25,9637.02,2025-02-21,Retail,Delhi,3172.8998984688596,L,2
3450,Men,Running,React Infinity,3,6346.35,0.0,19039.050000000003,2024-01-16,Retail,Bangalore,5967.456363767014,M,1
3451,Men,Training,SuperRep Go,2,5587.585,0.0,11175.17,2025-07-05,Retail,Mumbai,2492.004349749513,S,0
3452,Men,Training,SuperRep Go,2,5587.585,0.0,11175.17,2024-05-08,Online,Delhi,1983.8435661339465,L,2
3453,Kids,Soccer,Phantom GT,2,2033.28,0.0,4066.56,2024-05-12,Retail,Delhi,671.2270435353286,L,2
3455,Women,Soccer,Premier III,2,5947.51,0.0,11895.02,2025-01-17,Retail,Hyderabad,2490.114631378803,L,2
3457,Women,Training,Flex Trainer,2,6481.055,0.81,2462.8008999999993,2025-02-24,Online,Pune,631.5060226939945,L,2
3458,Women,Running,Pegasus Turbo,2,5349.1,0.83,1818.6940000000006,2025-01-22,Online,Mumbai,393.1907017033275,L,2
3459,Men,Lifestyle,Blazer Mid,2,6100.23,0.0,12200.46,2025-03-27,Retail,Hyderabad,3804.857854307203,L,2
3462,Women,Basketball,Kyrie Flytrap,3,2610.98,0.0,7832.9400000000005,2024-12-21,Retail,Bangalore,1675.0151545792044,L,2
3463,Women,Soccer,Phantom GT,1,6012.23,0.0,6012.23,2025-02-24,Retail,Pune,1541.9525226529431,XL,3
3465,Men,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2023-11-29,Online,Delhi,4232.21057065379,L,2
3466,Men,Basketball,Kyrie Flytrap,2,6498.22,0.5,6498.22,2024-10-24,Retail,Mumbai,1946.0529575447104,L,2
3467,Men,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2025-03-13,Online,Bangalore,4502.618034891349,M,1
3469,Kids,Running,Air Zoom,1,4590.24,0.0,4590.24,2024-10-01,Online,Mumbai,754.7687976917036,L,2
3470,Kids,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2025-11-02,Online,Kolkata,4156.868691052329,M,1
3471,Kids,Lifestyle,Waffle One,2,5637.46,0.0,11274.92,2025-02-04,Retail,Kolkata,3810.8933229751956,L,2
3472,Men,Basketball,Air Jordan,2,5967.92,0.0,11935.84,2024-08-31,Online,Hyderabad,2805.244444121782,XL,3
3473,Kids,Soccer,Premier III,4,3551.05,0.0,14204.2,2024-12-05,Online,Delhi,3451.985540067241,M,1
3475,Kids,Soccer,Tiempo Legend,1,2120.44,0.0,2120.44,2024-07-29,Online,Mumbai,636.3959496415999,L,2
3476,Men,Training,Flex Trainer,2,3891.22,0.37,4902.937199999999,2025-06-25,Retail,Mumbai,1672.6899028426456,L,2
3477,Men,Basketball,Air Jordan,2,4135.26,0.0,8270.52,2025-04-25,Online,Delhi,2012.5702130034313,M,1
3478,Kids,Training,Flex Trainer,2,6481.055,0.0,12962.11,2025-05-17,Retail,Mumbai,3545.235937824048,M,1
3479,Women,Training,ZoomX Invincible,4,6424.68,0.0,25698.72,2024-09-16,Retail,Mumbai,4922.6130237831585,XL,3
3481,Women,Lifestyle,Air Force 1,4,6656.01,0.0,26624.04,2023-10-15,Online,Bangalore,7939.50774106032,XL,3
3482,Men,Soccer,Mercurial Superfly,2,6969.28,0.0,13938.56,2024-08-19,Online,Hyderabad,4624.441140298038,M,1
3483,Men,Lifestyle,Air Force 1,4,4733.92,0.0,18935.68,2024-12-04,Online,Kolkata,2929.889058048674,L,2
3484,Kids,Lifestyle,Dunk Low,2,2638.44,0.0,5276.88,2024-08-18,Online,Bangalore,1009.692567811924,XL,3
3485,Women,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2024-12-14,Retail,Hyderabad,3622.1404307716357,L,2
3486,Kids,Training,SuperRep Go,4,5587.585,0.0,22350.34,2024-10-14,Retail,Delhi,3562.36204827661,L,2
3487,Men,Lifestyle,Dunk Low,2,3240.99,0.42,3759.5484,2025-05-28,Online,Hyderabad,1208.690366991024,M,1
3488,Women,Soccer,Tiempo Legend,4,6041.3,0.0,24165.2,2025-03-12,Online,Kolkata,6467.748474494094,XL,3
3489,Kids,Running,React Infinity,2,6346.35,0.0,12692.7,2025-04-04,Online,Mumbai,4375.917355368388,M,1
3490,Men,Running,Free RN,2,6299.575,0.98,251.9830000000002,2025-07-08,Online,Delhi,55.054281071126596,L,2
3491,Men,Soccer,Premier III,2,6082.075,0.39,7420.1314999999995,2024-10-19,Online,Mumbai,2338.8471950835255,XL,3
2018,Women,Soccer,Phantom GT,2,6012.23,0.0,12024.46,2024-11-13,Online,Bangalore,1934.9952840033627,S,0
3494,Kids,Running,Pegasus Turbo,2,5349.1,0.87,1390.766,2024-09-17,Retail,Pune,388.98394398130955,L,2
3495,Women,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2024-08-13,Retail,Pune,2959.8373921865286,M,1
3496,Men,Running,Air Zoom,3,5548.255,0.77,3828.2959499999997,2024-10-08,Retail,Delhi,734.1142225825289,M,1
3497,Women,Basketball,Zoom Freak,2,8688.92,0.0,17377.84,2024-08-12,Online,Mumbai,3532.6873887207216,L,2
3498,Women,Training,SuperRep Go,2,8797.69,0.0,17595.38,2024-10-09,Retail,Pune,5338.226961443863,M,1
3499,Women,Training,ZoomX Invincible,2,5864.29,0.0,11728.58,2025-03-30,Retail,Kolkata,2105.9589091697726,L,2
3500,Kids,Lifestyle,Blazer Mid,2,5471.81,0.56,4815.1928,2025-03-25,Retail,Kolkata,1639.3871959342423,L,2
3501,Men,Lifestyle,Blazer Mid,2,6100.23,1.0,0.0,2024-11-09,Retail,Mumbai,0.0,L,2
3502,Men,Lifestyle,Blazer Mid,2,6418.29,0.89,1412.0237999999997,2023-11-09,Online,Delhi,360.5028275216562,L,2
3503,Men,Training,SuperRep Go,2,6992.17,0.0,13984.34,2024-11-16,Online,Mumbai,4532.606916911993,M,1
3504,Women,Training,SuperRep Go,2,9075.41,0.03,17606.2954,2024-08-18,Retail,Delhi,3775.857177211043,L,2
