Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Transaction_Type,Profit_Flag
2602,Kids,Running,Free RN,XL,2,3518.53,0.0,7037.06,2024-11-17,Online,Pune,3494.88,Sale,Valid
2605,Kids,Lifestyle,Dunk Low,,1,7206.45,0.0,7206.45,2025-02-01,Online,Bangalore,-228.84,Return,Valid
2606,Women,Lifestyle,Air Force 1,L,2,4040.65,0.0,8081.3,2025-06-04,Retail,Mumbai,805.92,Sale,Valid
2607,Women,Basketball,LeBron 20,,2,6630.92,0.0,13261.84,2023-08-31,Online,Kolkata,3522.02,Sale,Valid
2609,Kids,Soccer,Premier III,M,2,9649.28,0.0,19298.56,2025-04-26,Online,Bangalore,2712.88,Sale,Valid
2610,Women,Lifestyle,Blazer Mid,M,2,8359.07,0.0,16718.14,2025-05-06,Online,Bangalore,167.72,Sale,Valid
2614,Women,Running,React Infinity,XL,1,2265.0,0.0,2265.0,2024-05-08,Retail,Bangalore,2095.44,Sale,Valid
2615,Women,Soccer,Phantom GT,XL,3,3042.37,0.12,8031.86,2025-03-24,Online,Pune,2105.48,Sale,Valid
2616,Men,Lifestyle,Waffle One,XL,2,5349.78,0.2,8559.65,2024-06-07,Online,Kolkata,2788.41,Sale,Valid
2618,Kids,Lifestyle,Dunk Low,XL,2,6091.98,0.0,12183.96,2025-06-23,Retail,Pune,3718.11,Sale,Valid
2619,Kids,Lifestyle,Waffle One,L,4,5349.78,0.65,7489.69,2024-01-22,Online,Hyderabad,-300.28,Sale,Valid
2621,Kids,Soccer,Phantom GT,L,3,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86,Sale,Valid
2622,Kids,Lifestyle,Blazer Mid,M,2,8073.58,0.0,16147.16,2025-07-04,Online,Pune,-82.31,Sale,Valid
2623,Men,Running,Pegasus Turbo,L,1,4658.42,0.0,4658.42,2025-08-04,Retail,Mumbai,1622.42,Sale,Valid
2625,Kids,Training,Flex Trainer,M,1,6815.44,0.0,6815.44,2025-02-05,Online,Pune,3874.57,Return,Valid
2626,Men,Running,Air Zoom,7,1,5550.99,0.0,5550.99,2025-04-21,Retail,Bangalore,-757.9,Sale,Valid
2627,Women,Basketball,LeBron 20,7,2,6630.92,0.0,13261.84,2023-12-31,Online,Delhi,282.13,Sale,Valid
2628,Kids,Basketball,Kyrie Flytrap,L,4,5584.225,0.44,12508.66,2025-06-29,Retail,Pune,-348.88,Sale,Valid
2629,Kids,Lifestyle,Waffle One,XL,2,5349.78,0.0,10699.56,2024-10-23,Retail,Bangalore,1198.75,Sale,Valid
2631,Women,Basketball,Zoom Freak,,2,6172.36,0.0,12344.72,2025-03-16,Online,Kolkata,2848.46,Sale,Valid
2632,Men,Running,Pegasus Turbo,L,1,7504.2,0.99,75.04,2024-03-10,Online,Pune,2413.42,Return,Review
2634,Men,Lifestyle,Waffle One,,2,5815.75,0.0,11631.5,2024-08-22,Retail,Bangalore,3190.46,Sale,Valid
2635,Women,Running,React Infinity,M,1,3934.22,0.0,3934.22,2024-02-28,Online,Kolkata,430.63,Sale,Valid
2637,Kids,Training,SuperRep Go,L,1,5587.585,0.0,5587.58,2025-04-20,Retail,Hyderabad,3847.48,Sale,Valid
2638,Men,Soccer,Premier III,8,1,5028.99,0.0,5028.99,2024-01-22,Online,Pune,654.11,Sale,Valid
2639,Men,Lifestyle,Blazer Mid,XL,2,2597.93,0.0,5195.86,2025-06-25,Retail,Pune,374.95,Sale,Valid
2640,Kids,Training,ZoomX Invincible,9,2,7900.02,0.0,15800.04,2024-02-08,Online,Bangalore,861.92,Sale,Valid
2641,Men,Running,React Infinity,,1,2890.77,0.0,2890.77,2024-11-27,Online,Bangalore,1709.06,Sale,Valid
2642,Women,Lifestyle,Air Force 1,XL,2,6554.6849999999995,0.0,13109.37,2025-05-17,Retail,Pune,-785.16,Sale,Valid
2643,Men,Soccer,Mercurial Superfly,,2,6769.465,0.0,13538.93,2025-04-17,Retail,Mumbai,2715.31,Sale,Valid
2646,Men,Soccer,Premier III,XL,1,6060.035,0.89,666.6,2024-10-20,Retail,Kolkata,2676.52,Sale,Review
2648,Men,Running,React Infinity,L,1,3477.49,0.54,1599.65,2025-03-06,Retail,Delhi,3487.39,Sale,Review
2649,Women,Basketball,Kyrie Flytrap,L,2,6798.48,1.0,0.0,2025-01-02,Retail,Mumbai,2297.4,Sale,Review
2650,Men,Lifestyle,Blazer Mid,,2,5786.02,0.0,11572.04,2023-08-14,Retail,Bangalore,3703.68,Sale,Valid
2651,Kids,Basketball,Air Jordan,L,1,5974.92,0.0,5974.92,2024-10-27,Online,Kolkata,-819.33,Sale,Valid
2652,Women,Basketball,Air Jordan,,2,5974.92,1.0,0.0,2025-10-04,Online,Delhi,-240.8,Sale,Valid
2653,Men,Running,Pegasus Turbo,M,1,6178.85,1.0,0.0,2024-10-12,Online,Hyderabad,2550.88,Sale,Review
2654,Kids,Soccer,Tiempo Legend,M,2,5830.525,0.0,11661.05,2024-07-21,Online,Bangalore,2933.02,Sale,Valid
2657,Kids,Running,Air Zoom,M,4,5548.255,0.0,22193.02,2025-04-07,Online,Delhi,494.45,Sale,Valid
2658,Women,Lifestyle,Dunk Low,L,1,6091.98,0.0,6091.98,2025-04-26,Online,Delhi,155.53,Sale,Valid
2659,Kids,Basketball,LeBron 20,M,2,9945.56,1.0,0.0,2025-12-05,Online,Hyderabad,-1116.54,Sale,Valid
2660,Men,Training,Flex Trainer,,1,6481.055,0.0,6481.06,2024-01-11,Retail,Pune,2519.25,Sale,Valid
2663,Kids,Training,Metcon 7,L,2,5744.7,0.43,6548.96,2025-06-17,Retail,Delhi,3174.81,Sale,Valid
2664,Kids,Running,Pegasus Turbo,L,2,9103.08,0.0,18206.16,2024-11-12,Online,Mumbai,1726.8,Sale,Valid
2667,Women,Lifestyle,Air Force 1,XL,3,9367.66,0.0,28102.98,2025-03-23,Online,Delhi,-623.95,Sale,Valid
2668,Women,Training,ZoomX Invincible,M,1,6424.68,0.45,3533.57,2024-12-20,Retail,Bangalore,3138.32,Sale,Valid
2027,Men,Soccer,Premier III,12,4,7204.01,0.0,28816.04,2025-06-15,Retail,Delhi,3951.42,Sale,Valid
2671,Kids,Running,Air Zoom,XL,1,9264.49,0.0,9264.49,2025-06-26,Retail,Pune,491.18,Sale,Valid
2672,Women,Lifestyle,Air Force 1,XL,2,6554.6849999999995,0.0,13109.37,2024-08-04,Online,Mumbai,67.58,Sale,Valid
2674,Women,Lifestyle,Waffle One,7,1,4784.45,0.0,4784.45,2025-01-25,Online,Pune,3357.12,Return,Valid
2675,Women,Soccer,Premier III,12,3,6060.035,0.0,18180.1,2025-04-04,Online,Hyderabad,2731.71,Sale,Valid
2676,Men,Running,Air Zoom,10,1,5548.255,0.0,5548.26,2025-05-13,Online,Delhi,3932.36,Sale,Valid
2679,Men,Training,Flex Trainer,M,1,2758.08,0.04,2647.76,2024-07-05,Online,Bangalore,2447.58,Sale,Valid
2680,Kids,Training,Metcon 7,,1,5744.7,0.0,5744.7,2025-07-21,Retail,Pune,1044.98,Sale,Valid
2682,Men,Basketball,LeBron 20,XL,4,6630.92,0.41,15648.97,2024-08-28,Retail,Pune,3614.76,Sale,Valid
2683,Kids,Lifestyle,Dunk Low,XL,1,6091.98,0.0,6091.98,2025-12-06,Online,Mumbai,1119.71,Sale,Valid
2685,Kids,Lifestyle,Dunk Low,M,4,6091.98,0.0,24367.92,2025-05-22,Retail,Hyderabad,1377.72,Sale,Valid
2686,Women,Lifestyle,Blazer Mid,L,2,9585.39,1.0,0.0,2025-07-03,Retail,Hyderabad,761.26,Sale,Review
2687,Women,Lifestyle,Waffle One,8,1,2381.94,0.0,2381.94,2024-09-30,Retail,Delhi,1457.93,Return,Valid
2689,Women,Basketball,LeBron 20,,2,5260.17,0.0,10520.34,2025-01-28,Retail,Mumbai,1402.81,Sale,Valid
2690,Kids,Training,Metcon 7,6,1,5744.7,0.0,5744.7,2024-11-21,Online,Mumbai,1125.71,Sale,Valid
2692,Women,Training,Metcon 7,XL,1,5744.7,0.47,3044.69,2024-06-02,Online,Bangalore,2528.27,Sale,Valid
2693,Kids,Training,ZoomX Invincible,10,1,6424.68,0.0,6424.68,2025-05-11,Online,Bangalore,262.12,Sale,Valid
2694,Women,Training,Metcon 7,M,1,5744.7,0.0,5744.7,2024-07-25,Online,Hyderabad,-249.45,Sale,Valid
2695,Men,Basketball,Air Jordan,L,1,5974.92,0.0,5974.92,2024-12-10,Online,Hyderabad,3234.28,Return,Valid
2696,Women,Lifestyle,Blazer Mid,L,2,5786.02,1.0,0.0,2024-11-22,Online,Mumbai,66.43,Sale,Review
2697,Men,Basketball,Air Jordan,M,1,5974.92,0.09,5437.18,2025-06-25,Online,Delhi,681.86,Return,Valid
2701,Men,Training,SuperRep Go,XL,1,5587.585,0.0,5587.58,2024-11-29,Online,Delhi,2007.01,Sale,Valid
2703,Kids,Running,Pegasus Turbo,L,1,5214.32,0.0,5214.32,2025-06-24,Online,Kolkata,-637.13,Sale,Valid
2705,Men,Running,Pegasus Turbo,,1,5286.01,0.0,5286.01,2024-01-07,Retail,Pune,-37.88,Sale,Valid
2708,Kids,Basketball,Kyrie Flytrap,L,2,4523.72,0.0,9047.44,2024-10-14,Online,Hyderabad,-237.9,Sale,Valid
2709,Kids,Running,Free RN,10,1,6302.98,0.48,3277.55,2025-03-08,Retail,Delhi,2835.93,Sale,Valid
2712,Women,Running,Pegasus Turbo,XL,1,5286.01,0.0,5286.01,2024-07-22,Retail,Delhi,3024.11,Sale,Valid
2713,Men,Lifestyle,Air Force 1,L,1,7877.36,0.55,3544.81,2025-05-10,Retail,Kolkata,3663.49,Sale,Review
2719,Women,Training,Metcon 7,,1,4819.76,0.0,4819.76,2024-03-22,Retail,Kolkata,2066.12,Sale,Valid
2723,Women,Lifestyle,Dunk Low,XL,2,3403.54,0.0,6807.08,2025-03-10,Online,Kolkata,221.41,Sale,Valid
2724,Women,Training,Flex Trainer,L,1,8007.22,0.0,8007.22,2025-01-16,Online,Delhi,1190.2,Sale,Valid
2726,Women,Training,Flex Trainer,,1,6481.055,0.48,3370.15,2024-08-19,Retail,Pune,1392.27,Sale,Valid
2729,Kids,Training,Flex Trainer,,1,6383.55,0.0,6383.55,2025-04-29,Retail,Delhi,2079.06,Sale,Valid
2731,Kids,Lifestyle,Dunk Low,M,3,6091.98,0.0,18275.94,2025-03-28,Online,Kolkata,3961.27,Sale,Valid
2733,Women,Running,Free RN,L,1,6743.38,0.0,6743.38,2024-11-22,Online,Pune,1908.63,Sale,Valid
2734,Women,Soccer,Tiempo Legend,,1,5830.525,0.0,5830.52,2025-07-10,Online,Bangalore,1229.08,Return,Valid
2735,Kids,Running,Free RN,XL,1,6299.575,0.0,6299.58,2024-08-05,Online,Kolkata,928.63,Sale,Valid
2736,Men,Soccer,Tiempo Legend,,2,5830.525,0.49,5947.14,2025-02-22,Retail,Delhi,3042.49,Sale,Valid
2737,Kids,Basketball,Kyrie Flytrap,XL,2,5584.225,0.0,11168.45,2024-09-10,Retail,Mumbai,144.37,Sale,Valid
2738,Women,Training,ZoomX Invincible,M,3,6424.68,0.39,11757.16,2025-05-11,Retail,Pune,-712.53,Sale,Valid
2739,Kids,Running,Free RN,L,2,6299.575,0.26,9323.37,2025-02-04,Online,Kolkata,2350.69,Sale,Valid
2741,Women,Training,SuperRep Go,L,1,5241.9,0.0,5241.9,2025-01-15,Online,Hyderabad,-295.49,Sale,Valid
2742,Kids,Lifestyle,Blazer Mid,XL,2,7063.25,0.0,14126.5,2024-11-14,Online,Mumbai,3746.48,Sale,Valid
2745,Men,Soccer,Phantom GT,XL,1,6012.23,0.94,360.73,2024-12-31,Retail,Hyderabad,501.65,Return,Review
2746,Women,Basketball,Air Jordan,L,1,9795.69,0.0,9795.69,2024-09-21,Online,Mumbai,1044.46,Return,Valid
2748,Men,Basketball,Kyrie Flytrap,XL,2,5584.225,0.05,10610.03,2024-08-14,Retail,Pune,1010.96,Sale,Valid
2751,Men,Basketball,Air Jordan,XL,2,4776.83,0.0,9553.66,2025-03-09,Retail,Delhi,2857.99,Sale,Valid
2753,Men,Running,Pegasus Turbo,L,1,5286.01,0.0,5286.01,2024-12-02,Retail,Kolkata,-364.23,Sale,Valid
2754,Kids,Training,ZoomX Invincible,XL,1,6424.68,0.0,6424.68,2025-01-03,Online,Kolkata,3565.12,Sale,Valid
2755,Men,Running,React Infinity,M,3,8574.0,0.0,25722.0,2024-12-24,Online,Bangalore,161.95,Sale,Valid
2756,Women,Lifestyle,Waffle One,,2,8510.85,1.0,0.0,2023-09-21,Retail,Bangalore,1491.91,Sale,Review
2759,Kids,Soccer,Premier III,,2,6060.035,0.0,12120.07,2024-01-26,Retail,Delhi,1822.72,Sale,Valid
2760,Men,Training,SuperRep Go,7,1,5587.585,0.0,5587.58,2025-05-28,Online,Mumbai,1496.19,Sale,Valid
2763,Women,Soccer,Phantom GT,10,4,3328.58,0.0,13314.32,2024-07-31,Online,Pune,-763.34,Sale,Valid
2764,Kids,Lifestyle,Blazer Mid,,2,7776.94,0.0,15553.88,2025-03-17,Retail,Kolkata,-532.24,Sale,Valid
2765,Women,Soccer,Premier III,M,2,6370.84,0.0,12741.68,2025-06-24,Online,Mumbai,1609.7,Sale,Valid
2766,Women,Lifestyle,Dunk Low,,1,2609.07,0.0,2609.07,2024-12-23,Retail,Mumbai,-265.27,Return,Valid
2767,Kids,Basketball,Zoom Freak,L,2,6887.39,0.0,13774.78,2025-07-21,Online,Delhi,1562.76,Sale,Valid
2768,Men,Basketball,LeBron 20,,2,6630.92,0.0,13261.84,2025-01-03,Online,Pune,3525.96,Sale,Valid
2050,Men,Basketball,LeBron 20,,2,8335.48,0.57,7168.51,2025-06-30,Retail,Mumbai,832.37,Sale,Valid
2770,Men,Soccer,Tiempo Legend,9,2,5830.525,0.7,3498.32,2024-08-22,Online,Kolkata,-1095.12,Sale,Valid
2771,Men,Running,Pegasus Turbo,M,1,5222.92,0.0,5222.92,2025-05-26,Online,Delhi,1804.67,Sale,Valid
2772,Kids,Basketball,Zoom Freak,12,2,6172.36,0.0,12344.72,2025-04-01,Online,Pune,2332.29,Sale,Valid
2773,Women,Training,ZoomX Invincible,M,1,5045.62,1.0,0.0,2025-02-04,Online,Hyderabad,1191.02,Sale,Review
2776,Men,Training,Flex Trainer,L,1,6481.055,0.0,6481.06,2025-03-17,Retail,Mumbai,1143.68,Sale,Valid
2779,Kids,Basketball,Kyrie Flytrap,,2,5584.225,0.09,10163.29,2024-12-06,Online,Bangalore,-187.36,Sale,Valid
2781,Men,Training,Metcon 7,12,1,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31,Sale,Valid
2783,Women,Running,React Infinity,,1,6346.35,0.36,4061.66,2024-08-09,Retail,Pune,134.95,Sale,Valid
2784,Women,Basketball,Kyrie Flytrap,M,2,5584.225,0.0,11168.45,2025-01-28,Online,Pune,2982.03,Sale,Valid
2785,Women,Lifestyle,Blazer Mid,L,2,5786.02,0.0,11572.04,2024-10-20,Retail,Hyderabad,-834.71,Sale,Valid
2786,Women,Lifestyle,Blazer Mid,9,2,5786.02,0.59,4744.54,2024-10-20,Online,Hyderabad,3872.35,Sale,Valid
2787,Kids,Training,Metcon 7,12,3,3440.88,0.0,10322.64,2024-08-31,Online,Pune,22.93,Sale,Valid
2788,Women,Soccer,Mercurial Superfly,M,2,7478.84,0.0,14957.68,2024-01-04,Retail,Hyderabad,-18.4,Sale,Valid
2789,Kids,Lifestyle,Dunk Low,M,2,6091.98,0.0,12183.96,2024-01-15,Retail,Kolkata,1756.75,Sale,Valid
2790,Kids,Running,React Infinity,XL,1,6346.35,0.0,6346.35,2024-08-17,Retail,Delhi,2554.82,Sale,Valid
2791,Kids,Training,Metcon 7,M,1,5744.7,0.0,5744.7,2024-05-29,Retail,Delhi,1194.43,Sale,Valid
2792,Kids,Lifestyle,Waffle One,L,1,4338.16,0.0,4338.16,2025-08-05,Online,Kolkata,-328.05,Return,Valid
2796,Men,Lifestyle,Dunk Low,12,1,2849.49,0.0,2849.49,2023-11-08,Retail,Mumbai,2597.58,Return,Valid
2797,Women,Lifestyle,Dunk Low,,2,2162.29,0.0,4324.58,2025-03-30,Retail,Delhi,3158.47,Sale,Valid
2799,Kids,Training,SuperRep Go,,3,2359.47,0.54,3256.07,2025-08-07,Online,Mumbai,3165.65,Sale,Valid
2801,Women,Running,React Infinity,8,2,6346.35,0.0,12692.7,2024-02-13,Retail,Mumbai,2966.12,Sale,Valid
2802,Men,Running,Free RN,L,3,6299.575,0.0,18898.72,2024-01-19,Online,Kolkata,-231.73,Sale,Valid
2805,Women,Running,Pegasus Turbo,L,1,5286.01,0.82,951.48,2023-08-28,Online,Pune,2037.76,Return,Review
2806,Kids,Basketball,Kyrie Flytrap,7,3,4466.78,0.0,13400.34,2024-02-10,Online,Bangalore,2407.08,Sale,Valid
2807,Kids,Training,ZoomX Invincible,L,2,6424.68,0.0,12849.36,2024-01-10,Online,Hyderabad,875.36,Sale,Valid
2811,Men,Basketball,Zoom Freak,8,3,9153.02,0.0,27459.06,2025-01-24,Retail,Bangalore,-77.61,Sale,Valid
2812,Men,Basketball,LeBron 20,,2,9507.39,0.01,18824.63,2024-08-08,Online,Kolkata,2570.01,Sale,Valid
2816,Men,Basketball,LeBron 20,M,3,5983.35,0.0,17950.05,2025-01-22,Retail,Hyderabad,916.13,Sale,Valid
2818,Kids,Soccer,Premier III,,1,6060.035,0.0,6060.04,2025-05-08,Retail,Pune,-797.91,Return,Valid
2819,Kids,Soccer,Premier III,9,2,7645.41,0.0,15290.82,2025-01-20,Retail,Bangalore,593.62,Sale,Valid
2820,Women,Lifestyle,Blazer Mid,M,4,8659.15,0.0,34636.6,2024-08-05,Online,Mumbai,2078.39,Sale,Valid
2822,Women,Lifestyle,Blazer Mid,11,2,8314.34,0.0,16628.68,2025-10-07,Retail,Bangalore,-1145.98,Sale,Valid
2823,Men,Soccer,Mercurial Superfly,L,1,6769.465,0.0,6769.46,2024-07-27,Retail,Mumbai,-1125.91,Sale,Valid
2824,Men,Basketball,Air Jordan,L,4,5123.35,0.0,20493.4,2024-11-02,Online,Mumbai,1620.37,Sale,Valid
2828,Women,Training,ZoomX Invincible,XL,1,2095.0,0.0,2095.0,2024-05-09,Online,Hyderabad,-831.4,Sale,Valid
2829,Men,Basketball,LeBron 20,XL,2,6630.92,0.0,13261.84,2024-07-17,Online,Kolkata,2539.92,Sale,Valid
2831,Women,Training,SuperRep Go,7,4,5587.585,0.0,22350.34,2024-11-10,Online,Mumbai,3134.87,Sale,Valid
2833,Women,Training,Flex Trainer,XL,4,2224.9,0.0,8899.6,2025-01-19,Online,Pune,-16.04,Sale,Valid
2834,Kids,Training,Flex Trainer,M,1,9544.08,0.0,9544.08,2024-09-05,Retail,Kolkata,575.58,Return,Valid
2835,Women,Lifestyle,Air Force 1,,2,9240.64,0.63,6838.07,2024-10-07,Retail,Pune,1873.76,Sale,Valid
2838,Women,Basketball,Air Jordan,XL,4,8605.73,0.0,34422.92,2025-08-01,Retail,Pune,-990.99,Sale,Valid
2839,Men,Lifestyle,Waffle One,6,2,5349.78,0.0,10699.56,2025-03-03,Online,Hyderabad,2992.52,Sale,Valid
2842,Women,Soccer,Phantom GT,M,1,6012.23,0.0,6012.23,2025-01-19,Online,Bangalore,-1193.98,Return,Valid
2843,Men,Training,SuperRep Go,12,1,5587.585,0.0,5587.58,2025-04-25,Online,Mumbai,3574.05,Sale,Valid
2845,Men,Training,ZoomX Invincible,,1,6424.68,0.0,6424.68,2023-10-31,Retail,Pune,40.98,Sale,Valid
2846,Kids,Training,ZoomX Invincible,L,1,2932.99,0.0,2932.99,2024-10-29,Online,Pune,-543.26,Sale,Valid
2848,Kids,Running,Free RN,8,1,9476.8,0.03,9192.5,2024-08-14,Online,Hyderabad,-350.03,Sale,Valid
2850,Kids,Lifestyle,Waffle One,XL,2,5349.78,0.0,10699.56,2024-11-10,Retail,Pune,458.86,Sale,Valid
2851,Kids,Lifestyle,Blazer Mid,XL,2,2241.11,0.0,4482.22,2024-12-28,Online,Mumbai,1243.95,Sale,Valid
2853,Women,Basketball,Kyrie Flytrap,XL,2,5584.225,0.0,11168.45,2025-02-06,Retail,Hyderabad,3841.05,Sale,Valid
2854,Women,Basketball,LeBron 20,,1,6630.92,0.98,132.62,2023-11-07,Online,Pune,1103.35,Return,Review
2855,Kids,Basketball,Air Jordan,,2,2809.8,0.0,5619.6,2025-04-20,Online,Mumbai,-425.73,Sale,Valid
2856,Kids,Basketball,Kyrie Flytrap,M,2,5584.225,1.0,0.0,2023-10-12,Online,Kolkata,3137.85,Sale,Review
2857,Women,Running,React Infinity,10,1,4105.44,0.73,1108.47,2024-08-25,Online,Kolkata,3197.09,Sale,Review
2860,Kids,Lifestyle,Air Force 1,XL,1,7568.04,0.0,7568.04,2025-04-07,Retail,Hyderabad,1365.3,Return,Valid
2862,Kids,Soccer,Phantom GT,9,4,7940.29,1.0,0.0,2024-11-11,Retail,Delhi,1803.25,Sale,Review
2863,Women,Training,Metcon 7,6,1,8609.77,0.0,8609.77,2024-11-23,Retail,Pune,-711.07,Sale,Valid
2864,Kids,Soccer,Tiempo Legend,,1,6445.79,0.45,3545.18,2025-03-23,Online,Bangalore,1534.89,Return,Valid
2865,Women,Soccer,Phantom GT,,1,6012.23,0.71,1743.55,2024-12-16,Retail,Kolkata,-94.06,Sale,Valid
2866,Kids,Training,SuperRep Go,11,2,5587.585,0.0,11175.17,2025-09-01,Online,Pune,273.28,Sale,Valid
2867,Men,Soccer,Mercurial Superfly,11,1,9936.58,0.0,9936.58,2025-02-20,Online,Hyderabad,3190.43,Sale,Valid
2868,Women,Running,React Infinity,M,1,7379.45,0.0,7379.45,2024-10-23,Retail,Delhi,-688.14,Sale,Valid
2869,Kids,Soccer,Premier III,M,4,6060.035,0.0,24240.14,2024-07-26,Online,Pune,1550.3,Sale,Valid
2870,Kids,Training,Metcon 7,M,1,9633.68,0.0,9633.68,2024-10-05,Retail,Delhi,771.96,Sale,Valid
2871,Men,Training,Flex Trainer,M,1,2294.09,0.0,2294.09,2025-07-22,Retail,Bangalore,1002.21,Sale,Valid
2872,Men,Basketball,Kyrie Flytrap,M,2,3953.13,0.0,7906.26,2024-01-08,Online,Kolkata,3414.32,Sale,Valid
2874,Women,Soccer,Mercurial Superfly,L,2,6769.465,0.01,13403.54,2024-03-04,Retail,Delhi,-109.71,Sale,Valid
2875,Women,Lifestyle,Dunk Low,L,4,7401.53,0.0,29606.12,2024-09-16,Retail,Bangalore,1559.28,Sale,Valid
2876,Kids,Lifestyle,Waffle One,,2,5349.78,0.0,10699.56,2024-08-21,Retail,Hyderabad,-94.98,Sale,Valid
2877,Women,Basketball,Kyrie Flytrap,,2,5584.225,0.0,11168.45,2024-12-08,Retail,Kolkata,3327.04,Sale,Valid
2879,Kids,Basketball,Zoom Freak,M,2,2831.62,0.0,5663.24,2025-03-02,Retail,Bangalore,1053.25,Sale,Valid
2883,Kids,Soccer,Premier III,,2,6060.035,0.0,12120.07,2025-03-24,Online,Delhi,1627.33,Sale,Valid
2884,Kids,Running,Pegasus Turbo,7,1,9897.0,0.0,9897.0,2025-10-05,Online,Hyderabad,-156.47,Sale,Valid
2887,Women,Lifestyle,Waffle One,L,2,9292.33,0.0,18584.66,2024-02-25,Online,Hyderabad,3747.95,Sale,Valid
2888,Kids,Running,Air Zoom,L,1,8956.73,1.0,0.0,2025-06-24,Online,Pune,2320.49,Sale,Review
2889,Women,Basketball,Zoom Freak,M,2,6172.36,1.0,0.0,2024-09-01,Online,Hyderabad,2447.88,Sale,Review
2890,Men,Soccer,Phantom GT,L,2,6012.23,0.0,12024.46,2025-05-23,Retail,Bangalore,-147.78,Sale,Valid
2892,Women,Running,Free RN,M,4,6299.575,0.0,25198.3,2024-11-24,Online,Bangalore,-1195.79,Sale,Valid
2893,Women,Running,React Infinity,10,1,6346.35,0.61,2475.08,2025-04-01,Retail,Delhi,780.43,Sale,Valid
2894,Women,Lifestyle,Air Force 1,L,2,6554.6849999999995,0.0,13109.37,2024-11-20,Retail,Hyderabad,1796.17,Sale,Valid
2895,Kids,Running,React Infinity,,3,6346.35,0.0,19039.05,2024-08-03,Online,Pune,677.85,Sale,Valid
2896,Kids,Training,SuperRep Go,7,1,6252.51,0.47,3313.83,2025-02-15,Online,Delhi,-1104.33,Sale,Valid
2899,Men,Basketball,LeBron 20,L,3,6531.36,0.0,19594.08,2025-05-17,Online,Mumbai,-91.78,Sale,Valid
2902,Kids,Basketball,Kyrie Flytrap,10,2,8138.68,0.0,16277.36,2025-05-13,Retail,Kolkata,2604.35,Sale,Valid
2903,Men,Soccer,Phantom GT,M,2,2735.54,0.0,5471.08,2024-09-05,Retail,Delhi,2944.26,Sale,Valid
2904,Women,Soccer,Tiempo Legend,9,2,8644.67,0.54,7953.1,2025-04-29,Online,Bangalore,2711.75,Sale,Valid
2905,Men,Running,React Infinity,M,1,5762.39,0.0,5762.39,2025-07-15,Retail,Hyderabad,-584.1,Sale,Valid
2906,Women,Lifestyle,Waffle One,7,1,5349.78,0.0,5349.78,2024-08-25,Retail,Delhi,-291.45,Sale,Valid
2907,Men,Soccer,Premier III,L,2,8432.5,0.0,16865.0,2024-02-25,Retail,Kolkata,3790.63,Sale,Valid
2908,Men,Running,Pegasus Turbo,M,1,5286.01,0.53,2484.42,2024-11-22,Retail,Hyderabad,-74.0,Sale,Valid
2909,Women,Running,Air Zoom,XL,1,7617.75,0.33,5103.89,2024-08-20,Retail,Pune,-186.9,Sale,Valid
2910,Kids,Training,Flex Trainer,9,1,6481.055,0.49,3305.34,2025-04-15,Retail,Bangalore,1818.49,Sale,Valid
2911,Kids,Basketball,Zoom Freak,M,2,6172.36,0.0,12344.72,2023-10-26,Retail,Mumbai,927.88,Sale,Valid
2912,Kids,Running,React Infinity,XL,2,9839.63,0.98,393.59,2024-03-07,Online,Bangalore,1218.22,Sale,Review
2913,Women,Lifestyle,Dunk Low,8,2,6091.98,0.3,8528.77,2025-06-25,Online,Pune,-1036.78,Sale,Valid
2914,Men,Soccer,Tiempo Legend,L,2,7603.38,1.0,0.0,2025-03-25,Online,Mumbai,-950.86,Sale,Valid
2916,Kids,Lifestyle,Blazer Mid,XL,2,5786.02,0.0,11572.04,2024-08-05,Retail,Hyderabad,-1121.25,Sale,Valid
2917,Men,Soccer,Phantom GT,,1,3204.72,0.0,3204.72,2024-12-21,Retail,Bangalore,1916.14,Sale,Valid
2918,Men,Training,SuperRep Go,M,1,5587.585,0.0,5587.58,2024-11-07,Retail,Mumbai,1398.13,Sale,Valid
2919,Men,Soccer,Premier III,M,2,7323.53,0.0,14647.06,2025-04-01,Retail,Bangalore,488.37,Sale,Valid
2921,Kids,Training,Metcon 7,M,1,9092.33,0.39,5546.32,2025-01-13,Retail,Bangalore,2826.57,Sale,Valid
2922,Kids,Soccer,Tiempo Legend,XL,2,5830.525,1.0,0.0,2025-01-16,Online,Kolkata,3495.67,Sale,Review
2928,Women,Lifestyle,Waffle One,6,3,5349.78,0.0,16049.34,2024-07-09,Online,Delhi,-1064.86,Sale,Valid
2929,Kids,Soccer,Tiempo Legend,M,2,6589.95,0.0,13179.9,2024-04-01,Retail,Hyderabad,157.26,Sale,Valid
2930,Women,Basketball,Air Jordan,L,2,5974.92,0.57,5138.43,2024-12-20,Retail,Bangalore,819.42,Sale,Valid
2931,Men,Basketball,Zoom Freak,7,2,6172.36,0.0,12344.72,2023-08-25,Retail,Pune,3751.45,Sale,Valid
